Palabra	Cantidad Review Pos	Cantidad Review Neg
stoll	2	0
unveiled	3	4
allowed	156	168
barbershop	1	0
stole	59	55
gimmickry	3	2
monitoring	3	4
lenoir	3	1
savor	6	5
buttered	0	2
montagu	4	0
vancouver	8	14
slickers	4	0
optimal	1	1
undertook	2	0
indulgently	1	2
edinburgh	5	18
intergenerational	2	2
rears	7	3
hog	8	11
wardens	3	1
yelp	0	4
improving	11	11
spouted	1	3
revealed	133	123
westernized	4	4
sy	1	8
golfers	0	1
natural	325	135
ss	10	30
biographical	13	11
nomadic	5	2
sp	8	12
paiva	1	0
ordinarily	8	3
su	10	5
st	173	187
sk	1	0
opinionated	4	4
si	3	9
sh	21	78
sn	1	1
sm	3	2
hoo	9	7
sc	3	4
sb	1	0
sa	4	5
pollution	11	13
sg	53	7
sf	33	25
se	36	27
sd	2	2
drunken	66	53
innocuous	4	12
drying	3	8
privation	3	1
flips	7	19
experiments	30	60
omitting	3	3
frequents	5	3
razors	1	1
hoi	1	0
lovelier	6	2
lovelies	0	1
tendency	30	26
tore	14	3
constituted	2	2
limbs	17	17
tellingly	3	2
tora	5	3
internationally	10	1
muses	1	1
nymph	5	4
toro	20	19
torn	91	62
tori	1	8
sylvan	2	1
toru	4	2
suspicion	30	21
constitutes	9	9
swastika	5	2
ois	2	2
limbo	5	12
renaming	1	0
thereby	19	27
doldrums	3	2
nation	121	64
amulet	1	6
concocts	6	2
scorsese	32	38
reckoning	5	1
twilight	51	38
tipoff	0	1
shouted	4	13
actioneer	1	0
establishing	25	29
parineeta	1	1
clavell	0	1
spiritualist	1	3
deathtrap	44	0
eraserhead	7	7
kostner	0	1
stalling	2	2
square	40	50
beswicke	1	1
crushing	17	12
decreed	1	0
umrao	2	1
irritant	0	3
poopie	0	3
owing	9	8
beetle	38	3
neighbourhood	7	6
craftsmanship	9	7
robinsons	4	5
sniveling	0	4
squared	3	4
abide	1	2
swordsman	16	5
investigation	81	46
evangeline	2	0
cobb	7	16
kramp	4	0
squares	7	7
ioan	3	1
guadalcanal	13	0
unifying	3	2
rosencrantz	3	1
bookie	2	0
siege	12	20
palatial	0	2
disrespect	8	17
keyes	0	11
bumps	20	9
mime	11	5
matchless	1	1
mimi	3	2
poems	6	3
scarred	11	15
whittier	1	0
patronage	2	1
shores	5	1
kaufmann	0	3
backside	4	8
overachieving	1	0
footwear	1	3
dolf	0	1
dalai	3	8
thumbed	0	1
open	334	329
kuan	1	0
ripping	21	42
partook	0	4
city	783	403
boulevard	5	2
wrath	23	12
convent	25	24
fmv	0	2
soze	0	3
bite	50	64
citt	1	0
gyllenhaal	23	5
shiver	8	4
brevity	2	7
siberia	1	0
stuffed	12	33
definitly	0	1
begotten	2	2
gojitmal	0	3
bits	133	160
cite	4	5
slashes	5	7
slasher	158	331
famines	2	0
illusionist	6	0
reclaims	2	1
winningham	5	5
antic	1	3
slashed	2	16
fooled	25	69
waggoner	4	0
impractical	3	4
depressed	49	49
favors	8	11
stammer	2	4
folly	11	9
smirks	1	3
blabla	0	1
nie	0	2
trekking	2	1
smirky	1	2
russia	38	40
depresses	0	5
recapping	1	0
dutifully	6	3
addressing	18	14
greyhound	1	0
argument	52	64
alley	22	44
cusak	3	12
buried	53	73
horsepower	0	1
allen	238	166
dismissive	3	1
eww	0	3
macready	16	0
babysit	4	4
synchro	2	0
downwards	5	6
instructed	6	8
masse	5	4
omfg	0	2
rumination	3	1
coincide	5	4
blinding	8	2
golan	5	1
specks	2	1
ironically	78	45
newscasters	2	0
syllable	1	6
timoner	6	0
compress	3	1
israeli	22	31
horridly	0	4
wintery	1	0
inserted	18	26
winters	83	22
boesman	8	0
lawn	21	16
lauper	1	1
average	309	403
drive	204	238
spill	7	12
zola	2	3
squint	1	2
oversights	0	1
chiang	2	0
filmaker	0	2
trembled	0	3
dougray	1	6
laws	48	47
murmurs	1	0
senators	3	2
opportunist	3	4
merit	38	67
peaches	8	0
opportunism	2	1
bright	122	151
behr	2	7
scarce	12	9
parsimony	2	0
babbles	0	2
migrating	5	0
punchy	3	0
youssef	12	2
liberation	12	6
outrage	11	21
staffer	1	2
lifeguard	2	0
clank	1	2
psychiatrist	96	26
assistant	68	80
freezing	10	7
straightforwardly	3	0
ere	1	1
submerge	2	2
import	15	8
rejection	19	9
clans	5	1
biggie	1	11
krishna	22	10
undemanding	6	14
resource	9	3
hinges	6	10
parasitic	9	2
saliva	0	1
ahmad	37	0
worried	67	50
soloist	1	6
inconsolable	2	1
priest	70	155
worries	15	13
uncover	11	17
hinged	0	2
orchids	3	3
fineman	29	0
artistically	23	15
arouses	4	4
concubines	1	2
isabel	19	10
indecision	4	0
anyways	52	59
aroused	10	14
cranny	1	1
jeong	2	0
saawariya	2	0
outclasses	1	0
mutton	0	1
untapped	2	2
ostensibly	19	22
sites	26	13
moldy	1	4
outclassed	2	1
sable	8	0
accompaniment	8	4
wust	1	3
sited	1	0
marienbad	1	3
wuss	2	11
pitiless	3	0
screed	0	3
panache	14	6
impregnated	1	5
vertical	4	1
biograph	8	3
farts	7	2
screen	1288	1162
aryans	3	0
recitation	3	1
concentrate	31	27
matures	6	0
puerile	2	24
manu	0	11
many	3761	2907
kook	2	2
mana	1	0
belie	0	1
mane	0	2
mani	8	3
backpack	2	4
mann	101	22
mano	6	5
riddle	4	14
extravagantly	3	1
pappas	18	0
amateurishness	0	5
bottin	1	0
marquette	1	0
cokes	1	1
considers	17	27
panics	6	1
caring	90	75
swashbuckling	14	2
venin	1	0
lidia	1	1
puppetmaster	1	0
millard	16	7
brainwashing	8	3
concede	5	9
luft	3	1
braving	0	1
pouch	1	0
mutilating	1	3
sabretooth	1	29
prototype	17	14
reflex	2	4
hilarity	34	32
enable	11	7
gist	5	11
ibsen	2	1
kareena	0	41
glamourise	1	1
centerpiece	13	2
gish	1	6
psychotherapy	0	1
calligraphy	1	4
dropouts	1	0
polly	20	40
queasy	1	3
juveniles	0	2
wishmaster	1	1
profane	6	10
consultant	10	6
tribal	17	6
polls	2	1
endures	13	3
apollonia	11	1
hayes	30	20
policies	20	5
policier	1	1
endured	10	21
spotlight	28	17
ive	5	12
aluminium	0	11
lyc	1	0
purse	25	11
undercut	2	9
sanjeev	1	0
pinky	7	1
glorify	10	10
varela	0	3
grievous	2	2
spooked	5	3
pinku	1	0
ivy	19	11
missiles	4	10
pigtailed	1	2
chungking	0	5
perpetually	17	7
wilhelm	11	0
preconceptions	6	4
homophobia	3	8
homophobic	8	17
sterling	39	11
barbed	10	3
faculty	2	4
boosted	3	3
arden	9	6
structurally	8	4
serenading	0	1
transceiver	1	1
barbet	3	3
barber	8	1
recapture	14	12
booster	2	2
commemorate	3	1
awesomeness	6	2
beaus	2	0
idiotically	2	12
customized	2	1
clobber	2	0
ringer	6	5
morrisey	4	3
quixotic	1	0
cocoon	3	4
rest	779	1018
rubens	3	0
fateful	22	4
dimmed	1	0
thakur	2	6
wymer	7	0
harbouring	2	0
presumption	3	2
inxs	5	5
loftier	1	1
jarred	2	2
gormless	1	7
dryly	2	2
greenaway	4	33
functionality	2	1
ebullient	2	1
starving	9	22
crusty	9	9
around	1661	1931
kevlar	0	1
childress	5	0
dart	2	3
dark	826	549
snarl	0	4
darn	28	44
vacuum	10	7
defrocked	4	0
snare	11	1
dare	67	66
vipers	0	2
lamarr	26	8
kenner	0	4
intel	2	0
stiletto	0	1
exploit	26	32
expository	1	4
rachael	5	8
corri	0	2
inter	26	20
intestinal	0	4
mulder	13	7
fives	1	2
fiver	2	2
supplementary	0	3
lobster	2	2
lineker	3	0
pickles	1	0
strindberg	12	0
newcombe	33	0
henrikson	0	1
composers	12	6
morecambe	0	1
scholarships	3	1
memories	187	87
symbiotic	1	0
spookiness	2	2
dimpled	0	1
westcourt	1	0
cannabis	3	5
corrosive	3	2
tainting	0	2
dimples	1	1
refer	26	47
disorientation	1	1
biased	36	38
transformers	26	11
zest	10	3
vivian	35	12
internship	3	0
leno	14	22
liners	105	99
biases	4	1
throwback	11	15
frenchman	22	8
railly	19	0
origins	36	24
package	39	39
swarms	0	2
legerdemain	1	0
luigi	8	4
valette	15	0
nightwing	3	1
shied	3	1
knifing	1	0
chivalry	8	1
flemish	2	8
tomie	1	0
legged	11	13
markedly	3	3
extramarital	1	1
homeless	78	62
apologize	12	21
portrayal	371	134
bubonic	7	2
goliath	5	1
het	2	1
tropical	9	12
hep	1	2
swathe	1	1
citta	1	0
hes	14	17
bristles	6	0
hex	0	1
betrays	19	14
hee	0	17
symbiosis	2	0
hem	1	3
hen	4	1
heh	9	7
tireless	2	2
masquerades	0	1
surviver	0	1
survives	28	34
verbatim	6	5
prurient	2	6
beginners	1	9
sophomore	11	5
survived	41	48
gurney	2	1
unreliable	2	3
mughal	1	0
blueish	1	0
housewives	16	13
jerky	13	25
handsome	152	76
october	38	10
rescuing	9	14
jamaican	2	2
koltai	5	0
xmen	1	1
yiddish	4	6
patriarchal	8	2
blinks	2	2
citizenship	0	1
fright	28	28
invigorating	6	1
migrate	2	0
bankol	3	0
frye	17	14
passworthy	7	0
fumbling	2	8
comports	0	1
tranquil	3	0
appalling	16	105
angelica	1	6
drafts	4	1
incomprehensibly	1	3
nutcracker	9	4
vocational	0	3
tight	127	55
querulous	3	1
phenom	1	0
incomprehensible	14	73
fours	1	2
terri	4	16
miriam	9	6
terra	3	2
ephron	3	1
napier	5	11
terry	62	50
resell	0	2
sobbing	9	6
keanu	14	26
mask	108	111
clowning	4	2
mash	8	30
raphael	0	1
mast	2	1
mass	86	75
adam	179	121
sawing	1	1
sensibility	31	17
keane	1	1
retch	2	1
yasujiro	1	4
whoosh	1	2
recapturing	3	4
debris	4	8
mnm	8	0
welfare	10	7
dogged	5	5
directorship	0	2
panavision	3	4
evicted	6	3
condescends	1	0
tz	1	1
tinsel	0	5
vikings	13	12
ty	4	4
tv	1386	1367
tw	1	0
tait	3	0
tu	4	1
tr	1	8
ts	2	4
tp	0	7
sportscaster	1	1
tn	0	3
tail	35	37
tm	0	4
chewing	16	30
th	436	306
ti	3	3
td	0	1
te	20	10
tb	2	1
tc	4	1
ta	12	11
appointment	5	7
returned	64	51
wavers	3	3
detention	10	13
documentaries	76	44
blockade	4	0
corollary	1	1
diary	31	20
elena	6	3
showings	11	0
upstage	4	4
hooking	3	6
cable	133	138
rusting	0	2
heist	32	43
dodged	2	3
large	293	263
pesky	7	9
deftness	2	2
harry	334	124
dodges	3	3
dodger	14	6
merrie	1	1
maggie	64	41
samoa	1	0
allusive	0	1
methodical	6	4
interpretor	2	0
cresta	0	8
discriminated	1	1
czechs	5	1
honourable	7	10
elinor	6	2
carell	77	11
hormonal	3	1
transpire	6	2
kittredge	1	1
danson	1	0
tanya	10	11
scientists	53	87
tantalising	2	1
escaping	33	25
sentient	1	0
empower	4	2
lobbyist	0	2
aaargh	1	3
fiorentino	0	5
palin	0	2
corniest	1	3
legend	168	131
embellishing	0	1
tamblyn	9	8
travails	5	2
occassionally	3	0
schumacher	21	12
murdering	32	44
weirder	6	7
rummaging	2	4
milked	7	6
numerology	0	3
grubbing	2	6
homilies	4	0
pulls	117	67
gosh	17	30
mccallister	1	1
intensive	3	12
casket	1	3
peary	2	0
britannia	0	2
pearl	43	49
sitter	2	8
gorgeous	259	107
gestapo	7	3
ballad	13	6
miyoshi	6	1
befitting	4	4
workmate	1	1
portrayals	50	20
mowed	2	2
foundations	3	1
kenyon	6	2
unloving	1	0
fleece	3	0
fatal	55	69
damien	7	14
pawnbroker	4	1
morgan	179	95
denzil	1	0
brigade	9	9
spooner	4	0
balcan	1	1
antagonists	7	6
hobgoblins	0	43
reincarnation	14	19
suggestions	8	3
electrocute	1	3
unbiased	5	8
marginalized	5	1
schoolgirl	4	9
scar	10	9
scat	3	6
hollwood	2	0
wopat	0	4
scoundrels	2	1
imminent	5	11
mongolians	0	1
mingle	2	1
otaku	4	4
glowing	27	45
enders	0	3
ingesting	0	2
reveries	2	0
burgi	3	2
iceman	0	1
waved	2	4
junebug	0	2
confounding	3	3
seoul	8	1
benchley	0	1
lasciviousness	1	1
treatments	9	2
unsound	0	1
waver	3	1
waves	63	30
punchier	1	1
ethics	13	17
authentic	106	59
kurasawa	6	0
transposed	3	3
refuse	29	35
knockoffs	2	2
rustlers	2	1
register	19	20
volleyball	1	8
django	4	9
fundamental	22	24
saccharin	1	0
leitch	0	1
sw	4	0
grasshoppers	15	0
adorned	4	3
leigh	28	48
furthering	3	3
staginess	5	1
matthieu	1	1
mousse	0	1
distortion	11	6
resonant	9	1
brio	4	1
brim	7	6
brig	0	1
stockade	0	1
brie	0	2
dieing	1	5
zippy	6	1
laced	20	18
termed	11	4
peretti	9	0
caesars	2	0
superfly	1	2
laces	5	1
zippo	1	3
damme	7	76
langoliers	1	1
lacey	2	7
tentatively	1	0
goggle	1	2
harron	31	13
vigilantes	0	5
sucker	23	31
anarchistic	1	0
prashant	6	13
reeler	2	3
speculate	9	6
harrow	0	2
subtitles	134	55
sucked	58	188
hereafter	3	2
nugget	3	8
soavi	1	1
nauseous	1	14
seinfeld	15	19
aggrieved	0	2
found	1303	1265
energetically	5	0
investigators	7	5
dosed	1	3
upstairs	20	27
resolute	4	3
dosen	3	4
reduce	13	10
smurfs	0	8
mackenzie	3	5
sj	5	0
doses	18	17
blithe	4	7
embattled	3	1
candlelight	1	8
fulgencio	3	0
finney	34	15
sociological	6	4
asgard	5	0
beavis	3	7
plotting	26	32
salute	13	7
steering	4	5
belief	81	106
risen	6	6
belied	0	1
belies	5	2
qualify	16	32
conditioning	4	2
clique	8	9
rises	33	46
bartholomew	1	1
amped	1	3
owners	34	29
misogyny	7	12
lego	0	7
sicker	1	2
sicken	0	1
belleville	4	0
cravens	3	2
cyanide	1	1
castle	240	97
warheads	0	3
grossman	5	0
trousdale	1	0
clutters	12	0
triceratops	1	0
rooted	16	14
wilder	54	18
belligerent	3	3
feeder	0	1
celeb	1	3
armitage	1	4
sacrificial	4	6
spiritually	7	4
anonymity	4	1
glitter	10	7
alligators	5	2
guess	420	881
tati	6	0
guest	77	55
jet	61	66
jeu	1	2
introduction	89	77
unsafe	4	2
corpulent	2	4
litany	2	8
jeb	2	0
contra	3	7
omnipresent	6	4
jed	22	13
bookending	1	0
squatter	3	0
jen	10	2
laundrette	3	1
elaboration	1	2
warmly	9	5
sl	1	1
fastly	0	1
klingons	3	4
lavished	1	4
mmmm	1	3
satirical	34	32
demonstrations	4	2
lavishes	1	1
endlessly	23	37
lansbury	27	11
aag	1	21
polarized	3	1
rappin	1	3
glyn	3	1
aap	0	1
fishermen	3	3
seamlessly	19	3
hewitt	6	18
teensy	1	0
suffocating	7	3
honeys	1	0
canceling	1	4
beforehand	19	23
gilligan	12	19
rainforest	2	1
bragana	8	0
antarctica	1	7
caress	4	2
railroaded	2	1
macaulay	5	12
thimig	1	0
tierney	63	11
scrawled	0	3
loooong	1	5
jeopardize	3	0
commotion	3	1
reliance	7	13
freakishly	2	3
internal	24	38
generalized	1	3
frail	15	10
loesser	5	3
giardello	4	5
jacinto	3	4
syberberg	4	18
busby	39	5
monastery	18	18
darth	37	15
pheri	3	10
complementing	2	0
garris	6	3
darts	1	6
accepting	35	22
chancery	7	0
zmed	0	3
concocting	2	1
nivens	0	2
falcons	2	0
feely	0	4
dragged	49	89
chowder	1	2
golf	9	28
wiliams	0	1
gold	164	131
cruises	2	4
rayburn	1	1
degrades	1	12
vader	56	18
noam	32	8
fueling	1	1
freight	4	0
coins	7	3
degraded	7	8
fianc	70	63
writes	41	53
writer	521	630
carpathia	0	3
clothesline	0	3
competently	14	18
poodles	0	2
factor	103	110
bernstein	7	5
roughie	0	1
bovary	0	1
ordained	2	0
downpour	1	2
skulking	1	2
banned	42	66
walkabout	3	0
louella	9	0
exempt	3	1
reporters	5	17
charmingly	12	5
banner	6	14
sanitised	1	0
deductive	1	1
enemy	102	100
progressive	16	12
cry	270	123
terrifically	18	4
creak	1	1
banking	3	7
growled	1	1
rfd	1	2
enema	0	1
morphed	4	8
skynet	0	1
bulky	4	3
chasers	0	2
largesse	1	2
jade	5	7
ounces	0	2
jada	15	4
toons	1	10
backfire	4	1
branson	2	0
baritone	4	2
spirits	62	44
guinea	21	32
demons	120	70
pickup	34	7
peppard	1	0
demoni	1	0
viciousness	3	2
monsters	95	180
compliment	25	26
available	254	123
candor	3	2
premises	11	23
subject	383	318
willoughby	1	3
incident	59	55
death	978	914
screeches	3	6
aggie	5	0
dividend	1	0
legislature	1	1
unapologetic	5	3
cryptic	7	11
tangible	11	4
thou	16	7
jocelyn	0	1
natali	45	3
thor	6	3
thom	7	5
thon	0	6
rigby	1	0
rivalling	1	0
shanks	10	1
messiah	9	11
loudmouth	0	1
visionaries	2	6
crashingly	0	2
allegiance	5	4
dimensional	93	162
adjoining	1	3
frosty	2	22
church	201	203
tonto	1	0
groaning	0	11
toomey	3	0
traipsing	1	2
instalment	4	11
evoking	14	6
chromosomes	1	2
thewlis	8	4
widening	2	3
bartleby	0	4
resting	3	8
raced	4	2
champion	44	25
reticence	2	0
racer	2	7
races	36	23
representative	28	10
systematic	2	6
formless	1	3
hardness	1	1
symbolising	2	0
uncertain	24	15
hostess	15	4
stupefyingly	0	3
reliable	34	30
hilariously	45	41
medically	2	4
duran	1	10
reliably	3	3
leaning	5	17
piaf	7	0
walther	2	1
eeriness	8	2
swim	66	17
aggelopoulos	1	0
alaska	13	3
versible	1	2
bangers	2	1
doozy	5	0
ponderosa	10	1
fetching	9	15
nanosecond	1	3
fallacies	4	1
premonition	2	5
forgiveness	21	22
amc	6	8
spiralling	2	3
dooley	16	5
alcott	1	0
knitting	1	5
cazenove	2	0
dreamcatcher	1	2
pixie	3	2
comprehensive	18	4
upbringing	20	17
alert	40	54
rabid	14	17
necessity	33	16
fabrication	5	2
euro	12	27
expend	1	8
slaving	2	0
surrogate	18	14
alleging	1	0
concrete	12	14
kells	47	0
feces	1	8
kelly	340	88
sakamoto	3	5
cabins	2	2
iota	2	9
glitz	9	8
buchanan	4	2
befuddled	7	8
lester	22	49
gallic	1	1
using	368	433
sidebar	2	2
forrest	23	18
ophuls	3	0
readers	39	19
recipient	2	8
admission	26	16
advertisements	9	15
pigalle	5	0
aloha	2	0
eager	44	50
sydney	36	21
courtney	15	10
herculean	0	4
manna	1	1
harvesting	1	1
tomas	1	8
australia	81	45
ozarks	1	0
format	106	68
skateboards	1	1
transcended	2	4
notte	5	2
shitty	2	10
suffering	130	118
underachieving	2	0
baskets	1	4
cuteness	10	12
shading	3	3
entrenched	6	3
forman	6	2
richie	0	20
formal	21	6
sorting	5	4
d	1373	1927
squandered	2	22
facets	15	4
continue	167	138
yields	4	3
scape	4	2
ivan	19	10
uncompromised	1	0
clipping	1	2
girard	0	3
partying	14	13
senate	8	8
spring	85	39
pals	21	15
lovitz	6	1
premutos	0	4
limb	9	7
mighty	45	42
pall	3	3
curious	126	134
sprint	0	2
pale	29	30
ganesh	0	2
gruel	0	5
yearnings	3	0
mcewan	0	1
feckless	6	1
slumdog	2	0
masculinity	14	4
welling	5	2
convulsions	1	1
dating	49	57
unscripted	6	2
shooters	9	3
digitized	0	3
reedus	1	0
redoing	2	0
odor	1	1
kunis	5	0
departures	1	2
caron	45	14
relating	29	21
morena	0	3
analysing	1	2
subor	5	2
shadings	3	1
peacekeeping	1	0
fuqua	3	14
unintentional	14	93
benefactors	1	0
mayberry	3	3
clinton	11	14
colorado	9	5
hometown	30	13
burtynsky	20	4
videotaping	0	4
awaited	11	15
martialed	1	1
nash	10	15
brownlow	1	0
samways	4	0
bromwell	8	0
unnerving	27	10
unoriginality	0	4
suckering	0	1
kathleen	31	19
exposed	62	54
suis	1	0
unmentionable	1	1
crackdown	1	0
ravish	2	1
suit	132	174
strives	9	14
elsewhere	56	72
inches	5	12
graciously	1	2
poster	57	62
slump	3	3
undeserving	4	5
posted	33	37
prudishness	1	0
cia	65	58
cid	2	2
yeller	3	0
sleepers	2	2
cin	12	0
us	2143	1611
ur	4	5
um	18	35
ul	2	0
un	76	113
ui	2	0
uh	15	56
uk	119	105
cit	1	0
ug	0	1
marseille	1	0
ua	2	2
uc	6	2
yelled	4	10
genial	2	5
flocked	4	2
consigned	4	2
presided	2	2
hangups	2	0
killian	12	0
grieco	7	13
flocker	3	3
rekindling	3	1
stiffly	2	4
thugs	40	71
paradox	5	5
caracas	5	1
fixing	8	13
widmark	126	29
parador	15	0
retract	1	1
freighter	1	0
deviate	2	1
sumptuously	1	0
lucio	9	24
scapegoat	4	2
trouser	0	1
hyman	4	1
lucid	12	3
lucie	0	1
prosecution	8	9
cranking	3	4
kaiser	3	2
jastrow	0	2
ferries	1	2
tavernier	2	1
leaflets	3	1
zarabeth	7	0
silliest	3	14
pedestrians	3	0
barkley	2	0
holes	126	240
norwegians	3	0
confederation	2	0
enrolled	2	0
retardation	1	3
fresh	255	119
menace	51	49
melty	0	2
melts	9	10
scratch	22	34
enjoyably	17	10
astronauts	13	22
soften	8	4
enjoyable	556	263
arranging	4	3
softer	8	2
cylon	4	16
seemed	506	857
longstanding	2	1
young	2338	1316
uniqueness	14	7
pykes	0	4
tremor	1	4
scagnetti	0	1
stocked	3	3
staunton	2	4
panting	4	5
reopened	7	0
twee	3	3
poitier	4	9
mixing	38	25
precinct	3	6
libby	8	2
wipe	15	19
tri	0	1
shetland	1	1
magic	310	150
stodgy	2	7
transmission	6	5
experiencing	36	19
tre	2	0
eve	54	62
racy	10	7
try	768	1040
race	199	164
discounting	3	0
nuggets	3	3
trite	35	116
evp	0	10
bartram	7	3
rack	9	26
keene	4	0
pledge	5	5
seventies	55	56
copter	2	2
licensed	3	0
imply	11	25
hyde	78	17
heckled	0	1
licenses	1	3
spaghetti	18	39
calvert	8	1
graduating	4	1
directive	4	0
morse	28	12
desperado	1	6
expressed	54	29
jackhammer	2	0
richmond	5	3
consistently	61	43
polluting	1	6
indestructible	10	7
expresses	28	10
delving	7	3
ahhhhh	0	1
scepticism	3	1
gilley	15	1
punch	87	84
gilles	2	4
balked	0	2
mulcahy	0	4
dressed	147	146
davidtz	5	4
poverty	80	53
licence	1	5
invented	33	45
darwinism	1	1
casing	1	6
technical	163	142
casino	37	25
screech	1	3
artic	0	1
dyan	14	3
resulting	40	42
cousins	15	21
medved	0	4
holmes	119	44
altho	3	3
autant	1	2
innocence	120	33
sgt	38	20
outcomes	10	3
sienna	4	2
assemble	5	4
switzer	1	0
crosby	35	25
romanians	0	3
sgc	4	0
causal	2	1
sandino	7	1
mutch	2	1
exciting	305	206
excursions	1	2
fitfully	0	4
druggies	1	0
barrio	1	0
instrumentation	1	2
irrepressible	6	1
humorless	5	14
forefathers	2	0
midday	4	0
swearengen	1	0
shipwreck	0	2
bobbing	5	2
possessiveness	1	0
zimmer	9	5
gein	1	1
bodily	7	10
mend	3	1
soooooooo	1	2
bullhorn	0	5
rubbish	49	209
meng	3	0
practicing	12	20
darshan	5	1
challenge	98	62
sabu	36	0
cherubic	2	1
prompts	4	3
publications	3	3
devane	1	3
coffin	12	35
nativo	0	1
slid	2	1
perfecting	0	2
wilford	7	2
pawn	22	2
slim	21	30
hauser	16	5
slit	4	18
tantrums	8	3
slip	28	27
paws	4	2
aboriginals	3	2
mullets	0	7
mulan	1	3
hongkong	1	1
mumbled	1	4
anakin	13	11
delay	7	13
shuffles	0	1
crandall	5	1
phyllida	5	0
wolf	38	82
mumbles	10	4
bonet	2	0
opine	0	2
burgermeister	2	3
dominos	1	0
fitz	0	20
depardieu	30	13
fits	135	80
reggie	2	11
marrow	3	8
hawk	13	15
hawn	14	35
daring	79	34
tomato	5	24
goines	15	0
pfft	0	2
counter	47	38
reminders	4	6
element	229	161
efrem	2	0
writ	3	1
asserts	8	7
classy	40	18
backus	0	4
counted	13	22
clarissa	5	3
lenders	0	2
bitty	2	4
shangai	4	0
move	354	367
waltzes	2	0
swain	5	9
snobbishness	3	0
warren	63	54
meiks	4	0
decay	13	10
chosen	126	106
dispose	7	9
imperfection	3	0
tyrone	9	12
degrees	29	23
jody	6	6
therefor	4	6
reeking	1	6
docs	2	4
outlined	4	3
spoofed	2	3
newmar	8	4
docu	10	2
newman	60	19
disrupted	6	3
mitigated	2	1
rossen	0	1
doco	5	2
legendary	133	59
avenges	2	3
rotation	3	6
outlines	6	6
presidential	27	16
minimalist	10	8
wrangler	0	3
wallowing	3	3
betti	1	0
bette	123	32
queenie	8	0
everet	0	1
sniffing	11	8
hollis	1	1
betty	57	32
truth	394	292
prarie	1	0
minimalism	1	5
regains	3	4
onlookers	1	2
betts	0	2
subset	0	2
mets	2	1
sadler	6	0
tents	5	7
mccoys	3	0
ambiance	22	21
jagger	18	30
lepus	0	1
meta	4	3
castigate	1	1
irritation	7	12
jagged	5	5
meth	1	16
tenth	8	10
gonzalo	1	2
huck	2	1
borderline	21	14
sciamma	7	6
dismissal	5	2
polanksi	3	0
superbly	115	11
motifs	11	2
hilarious	599	362
britons	4	1
perving	0	1
shakespearian	9	4
wimpiest	0	4
frigging	0	4
sanatorium	7	1
indra	1	2
shortest	2	6
napoli	2	3
dubbed	86	138
hindus	5	1
serenity	8	6
lok	11	0
bleu	0	1
staggered	4	3
manuscript	12	6
lon	10	13
collagen	0	1
yells	17	23
traverse	4	1
feasts	2	1
muhammad	0	2
cobweb	3	6
occurrences	11	12
yelli	6	0
yella	1	0
prank	16	25
deceptive	7	12
fait	1	0
beaudine	0	2
system	218	150
crappy	43	198
consummation	0	1
exhilarating	21	9
evacuated	13	3
gummy	2	1
marilu	7	2
seymour	41	15
gotcha	2	3
shorty	1	3
depressing	102	122
burlesque	14	8
vouch	3	1
gummo	1	5
manhole	1	3
restrains	0	1
moriarty	19	3
transitioning	1	0
vartan	5	6
warfare	20	8
coleridge	6	0
bother	76	293
meanie	0	1
roberto	8	8
reacted	5	8
roberts	71	70
listeners	2	5
reproduction	4	7
aileen	8	3
swindlers	1	1
starz	2	10
devotion	41	4
cleo	8	4
collecting	21	13
accusing	3	3
beggar	3	6
trusting	8	7
gently	32	6
reassuring	7	0
gentle	94	22
khouri	36	0
receptionist	7	2
intertwining	10	2
lindy	42	1
lila	34	4
nickolodeon	0	1
skulls	3	16
lilo	2	4
marais	8	0
lili	20	10
hangover	7	12
waffles	1	0
chiba	6	49
lilt	0	2
ariauna	0	6
astride	2	2
babes	17	27
lindo	3	1
arliss	3	2
linda	50	55
korean	59	72
lily	116	15
milla	0	1
accuracy	47	34
keoma	1	0
fidel	14	4
johnathan	1	3
pitches	6	3
altman	63	50
courtesy	28	19
enrolls	2	1
segment	165	89
fallback	1	1
hypocrite	10	2
trampy	0	1
parisian	24	3
totake	0	1
tramps	3	3
locust	6	0
face	824	806
screechy	0	1
kipling	26	0
claudine	2	2
mechanical	53	32
trampa	8	0
painting	78	56
fact	1683	1833
malamud	4	3
szl	0	1
characterisation	21	28
shirted	0	1
briny	5	0
bring	458	408
underling	3	3
ripoff	9	35
economist	0	2
brink	18	15
decade	147	101
principal	61	43
redirect	1	0
disillusion	1	4
noir	338	76
frenchy	0	2
languorous	4	2
scurrilous	0	1
buttons	28	14
tojo	0	4
sista	1	1
noin	3	0
sylvia	27	18
wretchedness	0	5
indecisiveness	1	3
sylvie	4	1
koslo	1	1
meant	271	341
jacqueline	9	3
handle	77	89
listened	15	27
disappointingly	5	12
prada	4	2
muttering	1	11
listener	16	12
scorn	2	6
defenseless	4	6
shaping	9	3
haight	1	0
smash	22	32
glossed	11	9
summon	4	9
intermission	4	4
allegation	0	1
basking	4	1
glosses	3	2
favoring	2	2
interiors	16	25
superstars	9	5
begot	1	0
lamar	5	2
packet	1	2
travis	22	24
branaugh	6	2
felons	3	1
austrian	15	9
packed	107	50
innovator	0	3
vacantly	0	2
fulbright	5	1
sikking	0	1
distressingly	0	2
taunting	7	6
